0_0: AT4G39850.1
4_8061: Tiso_gene_8411
4_8062: Tiso_gene_5673
4_8063: Tiso_gene_8441
4_8064: Tiso_gene_2199
4_8065: Tiso_gene_9912
4_8066: Tiso_gene_7602
4_8067: Tiso_gene_10804
4_8068: Tiso_gene_20412
4_8069: Tiso_gene_11135
4_8070: Tiso_gene_20472
4_8071: Tiso_gene_6326
4_8072: Tiso_gene_14284
4_8073: Tiso_gene_19513
4_8074: Tiso_gene_18344
4_8075: Tiso_gene_17386
4_8076: Tiso_gene_924
4_8077: Tiso_gene_10616
4_8078: Tiso_gene_16045
4_8079: Tiso_gene_4639
4_8080: Tiso_gene_1463
4_8081: Tiso_gene_2018
4_8082: Tiso_gene_16573
4_8083: Tiso_gene_2434
4_8084: Tiso_gene_6403
4_8085: Tiso_gene_18535
4_8086: Tiso_gene_19500
4_8087: Tiso_gene_5443
4_8088: Tiso_gene_19510
4_8089: Tiso_gene_19301
4_8090: Tiso_gene_12069
4_8091: Tiso_gene_19514
4_8092: Tiso_gene_19519
4_8093: Tiso_gene_12068
4_8094: Tiso_gene_1606
4_8095: Tiso_gene_1088
4_8096: Tiso_gene_10114
4_8097: Tiso_gene_1085
4_8098: Tiso_gene_3546
4_8099: Tiso_gene_6999
4_8100: Tiso_gene_6998
4_8101: Tiso_gene_6989
4_8102: Tiso_gene_6988
4_8103: Tiso_gene_12907
4_8104: Tiso_gene_20553
4_8105: Tiso_gene_19033
4_8106: Tiso_gene_8038
4_8107: Tiso_gene_12083
4_8108: Tiso_gene_12879
4_8109: Tiso_gene_7666
4_8110: Tiso_gene_2423
4_8111: Tiso_gene_1498
4_8112: Tiso_gene_8347
4_8113: Tiso_gene_12900
4_8114: Tiso_gene_12088
4_8115: Tiso_gene_8193
4_8116: Tiso_gene_11608
4_8117: Tiso_gene_12260
4_8118: Tiso_gene_10189
4_8119: Tiso_gene_14881
4_8120: Tiso_gene_10143
4_8121: Tiso_gene_8460
4_8122: Tiso_gene_12397
4_8123: Tiso_gene_17344
4_8124: Tiso_gene_10189
4_8125: Tiso_gene_7457
4_8126: Tiso_gene_20065
4_8127: Tiso_gene_7471
4_8128: Tiso_gene_7446
4_8129: Tiso_gene_1142
4_8130: Tiso_gene_6475
4_8131: Tiso_gene_1141
4_8132: Tiso_gene_12640
4_8133: Tiso_gene_10191
4_8134: Tiso_gene_7477
4_8135: Tiso_gene_15752
4_8136: Tiso_gene_15421
4_8137: Tiso_gene_3104
4_8138: Tiso_gene_3101
4_8139: Tiso_gene_15750
4_8140: Tiso_gene_3105
4_8141: Tiso_gene_12657
4_8142: Tiso_gene_3220
4_8143: Tiso_gene_20183
4_8144: Tiso_gene_9660
4_8145: Tiso_gene_20176
4_8146: Tiso_gene_20182
4_8147: Tiso_gene_987
4_8148: Tiso_gene_20214
4_8149: Tiso_gene_9684
4_8150: Tiso_gene_6831
4_8151: Tiso_gene_5816
4_8152: Tiso_gene_3896
4_8153: Tiso_gene_3549
4_8154: Tiso_gene_14153
4_8155: Tiso_gene_14161
4_8156: Tiso_gene_14630
4_8157: Tiso_gene_11733
4_8158: Tiso_gene_19619
4_8159: Tiso_gene_14623
4_8160: Tiso_gene_5865
4_8161: Tiso_gene_9233
4_8162: Tiso_gene_15823
4_8163: Tiso_gene_20453
4_8164: Tiso_gene_8900
4_8165: Tiso_gene_7183
4_8166: Tiso_gene_1098
4_8167: Tiso_gene_8895
4_8168: Tiso_gene_14110
4_8169: Tiso_gene_19534
4_8170: Tiso_gene_19037
4_8171: Tiso_gene_3536
4_8172: Tiso_gene_14112
4_8173: Tiso_gene_3791
4_8174: Tiso_gene_8904
4_8175: Tiso_gene_9014
4_8176: Tiso_gene_13902
4_8177: Tiso_gene_14677
4_8178: Tiso_gene_14767
4_8179: Tiso_gene_11899
4_8180: Tiso_gene_11906
4_8181: Tiso_gene_20448
4_8182: Tiso_gene_20558
4_8183: Tiso_gene_11912
4_8184: Tiso_gene_912
4_8185: Tiso_gene_11934
4_8186: Tiso_gene_13920
4_8187: Tiso_gene_8465
4_8188: Tiso_gene_11929
4_8189: Tiso_gene_8828
4_8190: Tiso_gene_4637
4_8191: Tiso_gene_20404
4_8192: Tiso_gene_19547
4_8193: Tiso_gene_13191
4_8194: Tiso_gene_20410
4_8195: Tiso_gene_5112
4_8196: Tiso_gene_5113
4_8197: Tiso_gene_17449
4_8198: Tiso_gene_13197
4_8199: Tiso_gene_10392
4_8200: Tiso_gene_6622
4_8201: Tiso_gene_4312
4_8202: Tiso_gene_19473
4_8203: Tiso_gene_13046
4_8204: Tiso_gene_17492
4_8205: Tiso_gene_17533
4_8206: Tiso_gene_4704
4_8207: Tiso_gene_1966
4_8208: Tiso_gene_5126
4_8209: Tiso_gene_1666
4_8210: Tiso_gene_7308
4_8211: Tiso_gene_4918
4_8212: Tiso_gene_15395
4_8213: Tiso_gene_7903
4_8214: Tiso_gene_6642
4_8215: Tiso_gene_14276
4_8216: Tiso_gene_14400
4_8217: Tiso_gene_14395
4_8218: Tiso_gene_14399
4_8219: Tiso_gene_15011
4_8220: Tiso_gene_14401
4_8221: Tiso_gene_20431
4_8222: Tiso_gene_15644
4_8223: Tiso_gene_12490
4_8224: Tiso_gene_13957
4_8225: Tiso_gene_15496
4_8226: Tiso_gene_11085
4_8227: Tiso_gene_20388
4_8228: Tiso_gene_13962
4_8229: Tiso_gene_18579
4_8230: Tiso_gene_13968
4_8231: Tiso_gene_13041
4_8232: Tiso_gene_12063
4_8233: Tiso_gene_6121
4_8234: Tiso_gene_6135
4_8235: Tiso_gene_13287
4_8236: Tiso_gene_13482
4_8237: Tiso_gene_13489
4_8238: Tiso_gene_14508
4_8239: Tiso_gene_14503
4_8240: Tiso_gene_14892
4_8241: Tiso_gene_18680
4_8242: Tiso_gene_14491
4_8243: Tiso_gene_14498
4_8244: Tiso_gene_2587
4_8245: Tiso_gene_19363
4_8246: Tiso_gene_2816
4_8247: Tiso_gene_6396
4_8248: Tiso_gene_14485
4_8249: Tiso_gene_8189
4_8250: Tiso_gene_7502
4_8251: Tiso_gene_8174
4_8252: Tiso_gene_8175
4_8253: Tiso_gene_9805
4_8254: Tiso_gene_8184
4_8255: Tiso_gene_3122
4_8256: Tiso_gene_10760
4_8257: Tiso_gene_18334
4_8258: Tiso_gene_9807
4_8259: Tiso_gene_16398
4_8260: Tiso_gene_18919
4_8261: Tiso_gene_16844
4_8262: Tiso_gene_6287
4_8263: Tiso_gene_9294
4_8264: Tiso_gene_5976
4_8265: Tiso_gene_5971
4_8266: Tiso_gene_5969
4_8267: Tiso_gene_8512
4_8268: Tiso_gene_13711
4_8269: Tiso_gene_15933
4_8270: Tiso_gene_20009
4_8271: Tiso_gene_19661
4_8272: Tiso_gene_17044
4_8273: Tiso_gene_10571
4_8274: Tiso_gene_5230
4_8275: Tiso_gene_11781
4_8276: Tiso_gene_17432
4_8277: Tiso_gene_11778
4_8278: Tiso_gene_19764
4_8279: Tiso_gene_11776
4_8280: Tiso_gene_14047
4_8281: Tiso_gene_19763
4_8282: Tiso_gene_17614
4_8283: Tiso_gene_17615
4_8284: Tiso_gene_19735
4_8285: Tiso_gene_3850
4_8286: Tiso_gene_19225
4_8287: Tiso_gene_18650
4_8288: Tiso_gene_20024
4_8289: Tiso_gene_17487
4_8290: Tiso_gene_18533
4_8291: Tiso_gene_15289
4_8292: Tiso_gene_4981
4_8293: Tiso_gene_20223
4_8294: Tiso_gene_13732
4_8295: Tiso_gene_2300
4_8296: Tiso_gene_19734
4_8297: Tiso_gene_7776
4_8298: Tiso_gene_15060
4_8299: Tiso_gene_15059
4_8300: Tiso_gene_3333
4_8301: Tiso_gene_1985
4_8302: Tiso_gene_16071
4_8303: Tiso_gene_16067
4_8304: Tiso_gene_3947
4_8305: Tiso_gene_17824
4_8306: Tiso_gene_3326
4_8307: Tiso_gene_11332
4_8308: Tiso_gene_4274
4_8309: Tiso_gene_18690
4_8310: Tiso_gene_1101
4_8311: Tiso_gene_9150
4_8312: Tiso_gene_19809
4_8313: Tiso_gene_14439
4_8314: Tiso_gene_14418
4_8315: Tiso_gene_14339
4_8316: Tiso_gene_14230
4_8317: Tiso_gene_1487
4_8318: Tiso_gene_14016
4_8319: Tiso_gene_13812
4_8320: Tiso_gene_16841
4_8321: Tiso_gene_13724
4_8322: Tiso_gene_13714
4_8323: Tiso_gene_2124
4_8324: Tiso_gene_11895
4_8325: Tiso_gene_11896
4_8326: Tiso_gene_11888
4_8327: Tiso_gene_8314
4_8328: Tiso_gene_5839
4_8329: Tiso_gene_11752
4_8330: Tiso_gene_8880
4_8331: Tiso_gene_14003
4_8332: Tiso_gene_18461
4_8333: Tiso_gene_15769
4_8334: Tiso_gene_20285
4_8335: Tiso_gene_16341
4_8336: Tiso_gene_16335
4_8337: Tiso_gene_16328
4_8338: Tiso_gene_3214
4_8339: Tiso_gene_12090
4_8340: Tiso_gene_10242
4_8341: Tiso_gene_5223
4_8342: Tiso_gene_17869
4_8343: Tiso_gene_17870
4_8344: Tiso_gene_17874
4_8345: Tiso_gene_17851
4_8346: Tiso_gene_17854
4_8347: Tiso_gene_12585
4_8348: Tiso_gene_14866
4_8349: Tiso_gene_9411
4_8350: Tiso_gene_12470
4_8351: Tiso_gene_11976
4_8352: Tiso_gene_1713
4_8353: Tiso_gene_1712
4_8354: Tiso_gene_11979
4_8355: Tiso_gene_11981
4_8356: Tiso_gene_13800
4_8357: Tiso_gene_12683
4_8358: Tiso_gene_722
4_8359: Tiso_gene_8016
4_8360: Tiso_gene_3692
4_8361: Tiso_gene_724
4_8362: Tiso_gene_5393
4_8363: Tiso_gene_5392
4_8364: Tiso_gene_6882
4_8365: Tiso_gene_1718
4_8366: Tiso_gene_11133
4_8367: Tiso_gene_10235
4_8368: Tiso_gene_10231
4_8369: Tiso_gene_14710
4_8370: Tiso_gene_9548
4_8371: Tiso_gene_14752
4_8372: Tiso_gene_4206
4_8373: Tiso_gene_12542
4_8374: Tiso_gene_15198
4_8375: Tiso_gene_12537
4_8376: Tiso_gene_15567
4_8377: Tiso_gene_4295
4_8378: Tiso_gene_6904
4_8379: Tiso_gene_5809
4_8380: Tiso_gene_18748
4_8381: Tiso_gene_4290
4_8382: Tiso_gene_4288
4_8383: Tiso_gene_6889
4_8384: Tiso_gene_18517
4_8385: Tiso_gene_731
4_8386: Tiso_gene_6894
4_8387: Tiso_gene_18762
4_8388: Tiso_gene_18758
4_8389: Tiso_gene_501
4_8390: Tiso_gene_18614
4_8391: Tiso_gene_2572
4_8392: Tiso_gene_20133
4_8393: Tiso_gene_18600
4_8394: Tiso_gene_18609
4_8395: Tiso_gene_18402
4_8396: Tiso_gene_18610
4_8397: Tiso_gene_18611
4_8398: Tiso_gene_493
4_8399: Tiso_gene_18608
4_8400: Tiso_gene_7419
4_8401: Tiso_gene_7702
4_8402: Tiso_gene_14477
4_8403: Tiso_gene_13256
4_8404: Tiso_gene_18129
4_8405: Tiso_gene_12817
4_8406: Tiso_gene_10458
4_8407: Tiso_gene_10608
4_8408: Tiso_gene_1791
4_8409: Tiso_gene_1788
4_8410: Tiso_gene_1789
4_8411: Tiso_gene_13281
4_8412: Tiso_gene_10615
4_8413: Tiso_gene_10613
4_8414: Tiso_gene_15237
4_8415: Tiso_gene_10637
4_8416: Tiso_gene_10632
4_8417: Tiso_gene_15234
4_8418: Tiso_gene_4642
4_8419: Tiso_gene_15235
4_8420: Tiso_gene_16280
4_8421: Tiso_gene_2127
4_8422: Tiso_gene_15717
4_8423: Tiso_gene_19090
4_8424: Tiso_gene_13956
4_8425: Tiso_gene_17475
4_8426: Tiso_gene_6102
4_8427: Tiso_gene_7582
4_8428: Tiso_gene_3343
4_8429: Tiso_gene_7366
4_8430: Tiso_gene_875
4_8431: Tiso_gene_5987
4_8432: Tiso_gene_5986
4_8433: Tiso_gene_18893
4_8434: Tiso_gene_5992
4_8435: Tiso_gene_16174
4_8436: Tiso_gene_19539
4_8437: Tiso_gene_6011
4_8438: Tiso_gene_9792
4_8439: Tiso_gene_9117
4_8440: Tiso_gene_19384
4_8441: Tiso_gene_13964
4_8442: Tiso_gene_9121
4_8443: Tiso_gene_9125
4_8444: Tiso_gene_19322
4_8445: Tiso_gene_3856
4_8446: Tiso_gene_18679
4_8447: Tiso_gene_9258
4_8448: Tiso_gene_1631
4_8449: Tiso_gene_16036
4_8450: Tiso_gene_11223
4_8451: Tiso_gene_11221
4_8452: Tiso_gene_16095
4_8453: Tiso_gene_16094
4_8454: Tiso_gene_16077
4_8455: Tiso_gene_17963
4_8456: Tiso_gene_17962
4_8457: Tiso_gene_470
4_8458: Tiso_gene_17964
4_8459: Tiso_gene_15960
4_8460: Tiso_gene_15953
4_8461: Tiso_gene_15247
4_8462: Tiso_gene_459
4_8463: Tiso_gene_3011
4_8464: Tiso_gene_4807
4_8465: Tiso_gene_2777
4_8466: Tiso_gene_14466
4_8467: Tiso_gene_18728
4_8468: Tiso_gene_6568
4_8469: Tiso_gene_8677
4_8470: Tiso_gene_15190
4_8471: Tiso_gene_14585
4_8472: Tiso_gene_2286
4_8473: Tiso_gene_7697
4_8474: Tiso_gene_1029
4_8475: Tiso_gene_4662
4_8476: Tiso_gene_2066
4_8477: Tiso_gene_14536
4_8478: Tiso_gene_6497
4_8479: Tiso_gene_7709
4_8480: Tiso_gene_2338
4_8481: Tiso_gene_17618
4_8482: Tiso_gene_1243
4_8483: Tiso_gene_10124
4_8484: Tiso_gene_1957
4_8485: Tiso_gene_2482
4_8486: Tiso_gene_6585
4_8487: Tiso_gene_11375
4_8488: Tiso_gene_1937
4_8489: Tiso_gene_15044
4_8490: Tiso_gene_19447
4_8491: Tiso_gene_561
4_8492: Tiso_gene_8150
4_8493: Tiso_gene_8155
4_8494: Tiso_gene_8162
4_8495: Tiso_gene_15143
4_8496: Tiso_gene_10041
4_8497: Tiso_gene_15882
4_8498: Tiso_gene_20053
4_8499: Tiso_gene_1636
4_8500: Tiso_gene_4880
4_8501: Tiso_gene_4882
4_8502: Tiso_gene_20060
4_8503: Tiso_gene_4888
4_8504: Tiso_gene_4895
4_8505: Tiso_gene_4892
4_8506: Tiso_gene_9879
4_8507: Tiso_gene_4898
4_8508: Tiso_gene_3732
4_8509: Tiso_gene_8478
4_8510: Tiso_gene_13641
4_8511: Tiso_gene_5755
4_8512: Tiso_gene_2587
4_8513: Tiso_gene_19561
4_8514: Tiso_gene_4728
4_8515: Tiso_gene_4729
4_8516: Tiso_gene_15601
4_8517: Tiso_gene_7436
4_8518: Tiso_gene_19557
4_8519: Tiso_gene_4731
4_8520: Tiso_gene_4658
4_8521: Tiso_gene_4656
4_8522: Tiso_gene_17820
4_8523: Tiso_gene_18212
4_8524: Tiso_gene_18210
4_8525: Tiso_gene_1859
4_8526: Tiso_gene_18205
4_8527: Tiso_gene_18203
4_8528: Tiso_gene_1858
4_8529: Tiso_gene_18195
4_8530: Tiso_gene_18189
4_8531: Tiso_gene_5293
4_8532: Tiso_gene_10352
4_8533: Tiso_gene_12326
4_8534: Tiso_gene_12352
4_8535: Tiso_gene_15971
4_8536: Tiso_gene_19875
4_8537: Tiso_gene_8525
4_8538: Tiso_gene_5212
4_8539: Tiso_gene_17889
4_8540: Tiso_gene_19694
4_8541: Tiso_gene_3391
4_8542: Tiso_gene_16062
4_8543: Tiso_gene_15753
4_8544: Tiso_gene_10417
4_8545: Tiso_gene_8560
4_8546: Tiso_gene_15956
4_8547: Tiso_gene_15369
4_8548: Tiso_gene_8037
4_8549: Tiso_gene_7414
4_8550: Tiso_gene_20184
4_8551: Tiso_gene_2500
4_8552: Tiso_gene_84
4_8553: Tiso_gene_13160
4_8554: Tiso_gene_13159
4_8555: Tiso_gene_17636
4_8556: Tiso_gene_6552
4_8557: Tiso_gene_6551
4_8558: Tiso_gene_7193
4_8559: Tiso_gene_5300
4_8560: Tiso_gene_1823
4_8561: Tiso_gene_6541
4_8562: Tiso_gene_8135
4_8563: Tiso_gene_7714
4_8564: Tiso_gene_11092
4_8565: Tiso_gene_18594
4_8566: Tiso_gene_10068
4_8567: Tiso_gene_5321
4_8568: Tiso_gene_3738
4_8569: Tiso_gene_10118
4_8570: Tiso_gene_3736
4_8571: Tiso_gene_1555
4_8572: Tiso_gene_5346
4_8573: Tiso_gene_13613
4_8574: Tiso_gene_771
4_8575: Tiso_gene_770
4_8576: Tiso_gene_6005
4_8577: Tiso_gene_7211
4_8578: Tiso_gene_20013
4_8579: Tiso_gene_5589
4_8580: Tiso_gene_5590
4_8581: Tiso_gene_8926
4_8582: Tiso_gene_4214
4_8583: Tiso_gene_8358
4_8584: Tiso_gene_10071
4_8585: Tiso_gene_5458
4_8586: Tiso_gene_5449
4_8587: Tiso_gene_1888
4_8588: Tiso_gene_8109
4_8589: Tiso_gene_1747
4_8590: Tiso_gene_8002
4_8591: Tiso_gene_20116
4_8592: Tiso_gene_13816
4_8593: Tiso_gene_10710
4_8594: Tiso_gene_8104
4_8595: Tiso_gene_1157
4_8596: Tiso_gene_11376
4_8597: Tiso_gene_11379
4_8598: Tiso_gene_11380
4_8599: Tiso_gene_1149
4_8600: Tiso_gene_11302
4_8601: Tiso_gene_11347
4_8602: Tiso_gene_11370
4_8603: Tiso_gene_2368
4_8604: Tiso_gene_11282
4_8605: Tiso_gene_18054
4_8606: Tiso_gene_4507
4_8607: Tiso_gene_8119
4_8608: Tiso_gene_1320
4_8609: Tiso_gene_11503
4_8610: Tiso_gene_3048
4_8611: Tiso_gene_12686
4_8612: Tiso_gene_15224
4_8613: Tiso_gene_3038
4_8614: Tiso_gene_15240
4_8615: Tiso_gene_3045
4_8616: Tiso_gene_15231
4_8617: Tiso_gene_15233
4_8618: Tiso_gene_7568
4_8619: Tiso_gene_12028
4_8620: Tiso_gene_19428
4_8621: Tiso_gene_24
4_8622: Tiso_gene_12025
4_8623: Tiso_gene_12027
4_8624: Tiso_gene_13451
4_8625: Tiso_gene_7578
4_8626: Tiso_gene_6454
4_8627: Tiso_gene_907
4_8628: Tiso_gene_15741
4_8629: Tiso_gene_12031
4_8630: Tiso_gene_4144
4_8631: Tiso_gene_17418
4_8632: Tiso_gene_5509
4_8633: Tiso_gene_10661
4_8634: Tiso_gene_12598
4_8635: Tiso_gene_5147
4_8636: Tiso_gene_13783
4_8637: Tiso_gene_6255
4_8638: Tiso_gene_5467
4_8639: Tiso_gene_9821
4_8640: Tiso_gene_5811
4_8641: Tiso_gene_16393
4_8642: Tiso_gene_16401
4_8643: Tiso_gene_6393
4_8644: Tiso_gene_6409
4_8645: Tiso_gene_6383
4_8646: Tiso_gene_16378
4_8647: Tiso_gene_10218
4_8648: Tiso_gene_16371
4_8649: Tiso_gene_10217
4_8650: Tiso_gene_16361
4_8651: Tiso_gene_8165
4_8652: Tiso_gene_4442
4_8653: Tiso_gene_1354
4_8654: Tiso_gene_4730
4_8655: Tiso_gene_8751
4_8656: Tiso_gene_20545
4_8657: Tiso_gene_15286
4_8658: Tiso_gene_10228
4_8659: Tiso_gene_15757
4_8660: Tiso_gene_10050
4_8661: Tiso_gene_12770
4_8662: Tiso_gene_65
4_8663: Tiso_gene_16006
4_8664: Tiso_gene_7889
4_8665: Tiso_gene_4161
4_8666: Tiso_gene_1897
4_8667: Tiso_gene_11597
4_8668: Tiso_gene_11028
4_8669: Tiso_gene_6161
4_8670: Tiso_gene_11029
4_8671: Tiso_gene_9814
4_8672: Tiso_gene_11031
4_8673: Tiso_gene_11034
4_8674: Tiso_gene_2101
4_8675: Tiso_gene_2105
4_8676: Tiso_gene_1000
4_8677: Tiso_gene_6581
4_8678: Tiso_gene_6580
4_8679: Tiso_gene_634
4_8680: Tiso_gene_936
4_8681: Tiso_gene_11877
4_8682: Tiso_gene_16885
4_8683: Tiso_gene_16889
4_8684: Tiso_gene_16736
4_8685: Tiso_gene_16875
4_8686: Tiso_gene_16881
4_8687: Tiso_gene_4046
4_8688: Tiso_gene_4246
4_8689: Tiso_gene_6658
4_8690: Tiso_gene_14173
4_8691: Tiso_gene_2609
4_8692: Tiso_gene_12054
4_8693: Tiso_gene_18000
4_8694: Tiso_gene_3741
4_8695: Tiso_gene_16740
4_8696: Tiso_gene_3548
4_8697: Tiso_gene_18492
4_8698: Tiso_gene_4192
4_8699: Tiso_gene_7814
4_8700: Tiso_gene_4517
4_8701: Tiso_gene_18474
4_8702: Tiso_gene_4189
4_8703: Tiso_gene_16716
4_8704: Tiso_gene_1357
4_8705: Tiso_gene_3553
4_8706: Tiso_gene_17993
4_8707: Tiso_gene_12620
4_8708: Tiso_gene_18468
4_8709: Tiso_gene_16109
4_8710: Tiso_gene_2357
4_8711: Tiso_gene_1496
4_8712: Tiso_gene_20031
4_8713: Tiso_gene_3335
4_8714: Tiso_gene_16099
4_8715: Tiso_gene_16102
4_8716: Tiso_gene_18504
4_8717: Tiso_gene_19608
4_8718: Tiso_gene_13529
4_8719: Tiso_gene_7643
4_8720: Tiso_gene_7829
4_8721: Tiso_gene_12921
4_8722: Tiso_gene_12922
4_8723: Tiso_gene_18810
4_8724: Tiso_gene_12920
4_8725: Tiso_gene_11765
4_8726: Tiso_gene_12917
4_8727: Tiso_gene_12915
4_8728: Tiso_gene_18633
4_8729: Tiso_gene_8691
4_8730: Tiso_gene_6142
4_8731: Tiso_gene_8688
4_8732: Tiso_gene_8694
4_8733: Tiso_gene_8690
4_8734: Tiso_gene_8692
4_8735: Tiso_gene_12783
4_8736: Tiso_gene_4170
4_8737: Tiso_gene_5033
4_8738: Tiso_gene_3746
4_8739: Tiso_gene_794
4_8740: Tiso_gene_9462
4_8741: Tiso_gene_17312
4_8742: Tiso_gene_3931
4_8743: Tiso_gene_3935
4_8744: Tiso_gene_19597
4_8745: Tiso_gene_934
4_8746: Tiso_gene_7346
4_8747: Tiso_gene_20420
4_8748: Tiso_gene_19565
4_8749: Tiso_gene_4241
4_8750: Tiso_gene_15402
4_8751: Tiso_gene_19554
4_8752: Tiso_gene_20325
4_8753: Tiso_gene_2526
4_8754: Tiso_gene_19552
4_8755: Tiso_gene_19551
4_8756: Tiso_gene_12941
4_8757: Tiso_gene_7083
4_8758: Tiso_gene_7081
4_8759: Tiso_gene_14445
4_8760: Tiso_gene_12441
4_8761: Tiso_gene_6633
4_8762: Tiso_gene_7048
4_8763: Tiso_gene_7040
4_8764: Tiso_gene_7057
4_8765: Tiso_gene_7052
4_8766: Tiso_gene_2903
4_8767: Tiso_gene_14055
4_8768: Tiso_gene_7069
4_8769: Tiso_gene_8036
4_8770: Tiso_gene_2088
4_8771: Tiso_gene_11785
4_8772: Tiso_gene_7831
4_8773: Tiso_gene_12940
4_8774: Tiso_gene_20166
4_8775: Tiso_gene_1137
4_8776: Tiso_gene_2096
4_8777: Tiso_gene_1135
4_8778: Tiso_gene_8008
4_8779: Tiso_gene_1247
4_8780: Tiso_gene_8017
4_8781: Tiso_gene_8014
4_8782: Tiso_gene_7404
4_8783: Tiso_gene_7508
4_8784: Tiso_gene_10141
4_8785: Tiso_gene_15150
4_8786: Tiso_gene_13858
4_8787: Tiso_gene_9527
4_8788: Tiso_gene_8289
4_8789: Tiso_gene_11605
4_8790: Tiso_gene_10507
4_8791: Tiso_gene_15176
4_8792: Tiso_gene_17273
4_8793: Tiso_gene_2144
4_8794: Tiso_gene_10491
4_8795: Tiso_gene_16146
4_8796: Tiso_gene_10499
4_8797: Tiso_gene_15771
4_8798: Tiso_gene_4620
4_8799: Tiso_gene_11786
4_8800: Tiso_gene_19800
4_8801: Tiso_gene_19647
4_8802: Tiso_gene_11300
4_8803: Tiso_gene_3833
4_8804: Tiso_gene_16771
4_8805: Tiso_gene_18545
4_8806: Tiso_gene_10534
4_8807: Tiso_gene_3837
4_8808: Tiso_gene_20341
4_8809: Tiso_gene_20342
4_8810: Tiso_gene_10100
4_8811: Tiso_gene_12271
4_8812: Tiso_gene_2488
4_8813: Tiso_gene_20429
4_8814: Tiso_gene_20434
4_8815: Tiso_gene_20447
4_8816: Tiso_gene_20452
4_8817: Tiso_gene_20344
4_8818: Tiso_gene_18723
4_8819: Tiso_gene_20387
4_8820: Tiso_gene_20408
4_8821: Tiso_gene_9234
4_8822: Tiso_gene_18294
4_8823: Tiso_gene_5066
4_8824: Tiso_gene_20228
4_8825: Tiso_gene_18760
4_8826: Tiso_gene_18027
4_8827: Tiso_gene_3097
4_8828: Tiso_gene_10119
4_8829: Tiso_gene_5788
4_8830: Tiso_gene_8966
4_8831: Tiso_gene_8969
4_8832: Tiso_gene_1851
4_8833: Tiso_gene_11578
4_8834: Tiso_gene_716
4_8835: Tiso_gene_2875
4_8836: Tiso_gene_9153
4_8837: Tiso_gene_10841
4_8838: Tiso_gene_14412
4_8839: Tiso_gene_14433
4_8840: Tiso_gene_20542
4_8841: Tiso_gene_14449
4_8842: Tiso_gene_20538
4_8843: Tiso_gene_14486
4_8844: Tiso_gene_14488
4_8845: Tiso_gene_1096
4_8846: Tiso_gene_14494
4_8847: Tiso_gene_14501
4_8848: Tiso_gene_3175
4_8849: Tiso_gene_3586
4_8850: Tiso_gene_5383
4_8851: Tiso_gene_1443
4_8852: Tiso_gene_8580
4_8853: Tiso_gene_4187
4_8854: Tiso_gene_18401
4_8855: Tiso_gene_8164
4_8856: Tiso_gene_19530
4_8857: Tiso_gene_2721
4_8858: Tiso_gene_663
4_8859: Tiso_gene_14652
4_8860: Tiso_gene_20371
4_8861: Tiso_gene_20368
4_8862: Tiso_gene_5078
4_8863: Tiso_gene_19485
4_8864: Tiso_gene_5084
4_8865: Tiso_gene_5080
4_8866: Tiso_gene_19549
4_8867: Tiso_gene_14766
4_8868: Tiso_gene_13022
4_8869: Tiso_gene_9372
4_8870: Tiso_gene_8647
4_8871: Tiso_gene_8649
4_8872: Tiso_gene_8650
4_8873: Tiso_gene_17804
4_8874: Tiso_gene_8630
4_8875: Tiso_gene_8637
4_8876: Tiso_gene_13684
4_8877: Tiso_gene_18211
4_8878: Tiso_gene_13680
4_8879: Tiso_gene_7005
4_8880: Tiso_gene_13682
4_8881: Tiso_gene_13935
4_8882: Tiso_gene_17086
4_8883: Tiso_gene_20375
4_8884: Tiso_gene_2713
4_8885: Tiso_gene_13527
4_8886: Tiso_gene_19663
4_8887: Tiso_gene_17973
4_8888: Tiso_gene_18390
4_8889: Tiso_gene_18795
4_8890: Tiso_gene_6629
4_8891: Tiso_gene_17246
4_8892: Tiso_gene_4580
4_8893: Tiso_gene_15545
4_8894: Tiso_gene_13536
4_8895: Tiso_gene_18224
4_8896: Tiso_gene_19408
4_8897: Tiso_gene_19406
4_8898: Tiso_gene_5082
4_8899: Tiso_gene_11742
4_8900: Tiso_gene_7877
4_8901: Tiso_gene_12175
4_8902: Tiso_gene_110
4_8903: Tiso_gene_15121
4_8904: Tiso_gene_17559
4_8905: Tiso_gene_14120
4_8906: Tiso_gene_1924
4_8907: Tiso_gene_8680
4_8908: Tiso_gene_7137
4_8909: Tiso_gene_1860
4_8910: Tiso_gene_4841
4_8911: Tiso_gene_15649
4_8912: Tiso_gene_4430
4_8913: Tiso_gene_16295
4_8914: Tiso_gene_6632
4_8915: Tiso_gene_5217
4_8916: Tiso_gene_10259
4_8917: Tiso_gene_19121
4_8918: Tiso_gene_19122
4_8919: Tiso_gene_16300
4_8920: Tiso_gene_10782
4_8921: Tiso_gene_4444
4_8922: Tiso_gene_13027
4_8923: Tiso_gene_8200
4_8924: Tiso_gene_13031
4_8925: Tiso_gene_19116
4_8926: Tiso_gene_13033
4_8927: Tiso_gene_13032
4_8928: Tiso_gene_18460
4_8929: Tiso_gene_2374
4_8930: Tiso_gene_5484
4_8931: Tiso_gene_19907
4_8932: Tiso_gene_19691
4_8933: Tiso_gene_1117
4_8934: Tiso_gene_1976
4_8935: Tiso_gene_2394
